Title,Domain
Journal of Pharmaceutical Research and Reviews,escipub.com
Studies in Philosophy of Science and Education,scie-journal.com
Advances in Endocrinology,www.hindawi.com
International Journal of Advances in Life Science and Technology,www.pakinsight.com
Journal of Plant and Environmental Research,escipub.com
Trends in Diabetes and Metabolism,www.oatext.com
Psychology Research and Applications,www.isaacpub.org
Journal of WEI Business and Economics,westeastinstitute.com
International Journal of Applied Engineering Research and Development,www.tjprc.org
Greener Journal of Education and Training Studies,www.gjournals.org
International Journal of Information Technology and Business,ejournal.uksw.edu
REDISCO – Revista Eletrônica de Estudos do Discurso e do Corpo,periodicos.uesb.br
Journal of Histology,www.hindawi.com
Cell Stem cells and Regenerative Medicine,www.sciforschenonline.org
Política y Gobernanza Revista de Investigaciones y Análisis Político,revistaseug.ugr.es
Journal of Inflammatory Bowel Diseases & Disorders,www.omicsonline.org
URINE,www.sciencedirect.com
ScienceEdu,jurnal.unej.ac.id
International journal of physics & mathematics,sloap.org
International Journal of Biological Engineering,journal.sapub.org
Management Issues in Healthcare System,www.aimijournal.com
Yonsei Journal of Medical History,medicine.yonsei.ac.kr
Geography Journal,www.hindawi.com
Journal of Music and Dance,www.academicjournals.org
International Journal of Genetic Science,symbiosisonlinepublishing.com
Huarte de San Juan. Filología y didáctica de la lengua/Huarte de San Juan. Filología y didáctica de la lengua,revista-hsj-filologia.unavarra.es
Chemical engineering and science,www.sciepub.com
Business Journal,www.cognitionis.inf.br
Advances in Psychiatry,www.hindawi.com
Clinical & Experimental Dermatology and Therapies,gavinpublishers.com
Journal of Virology and Microbiology,www.ibimapublishing.com
Alzheimers Disease & Dementia,scholarlypages.org
Journal of Transition Metal Complexes,www.ashdin.com
EAS Journal of Biotechnology and Genetics,www.easpublisher.com
Journal of New Finance,frc.ufm.edu
Engaged Management ReView,emr.case.edu
International Journal of Systems Signal Control and Engineering Application,medwelljournals.com
JAUR (JOURNAL OF ARCHITECTURE AND URBANISM RESEARCH),ojs.uma.ac.id
Case Reports in Obstetrics Gynecology and Reproductive,www.sciencerepository.org
ISRN Geophysics,www.isrn.com
International Journal of Journalism & Mass Communication,www.graphyonline.com
Journal of Business Law and Ethics,aripd.org
The Open Electrochemistry Journal,www.benthamscience.com
IJARKE Science & Technology Journal,www.ijarke.com
iNSPIRA,inspiratidsskrift.no
Journal of Cardiovascular Disease,researchpub.org
Journal of computer networks,www.sciepub.com
Connections A Journal of Language Media and Culture,www.insna.org
Journal of Emergency Medicine and Intensive Care,elynsgroup.com
Journal of International Energy Policy (JIEP),bibpurl.oclc.org
Journal of Human and Clinical Genetics,www.humangeneticsjournal.com
NAUS,revistas.ponteditora.org
Studies on Stem Cells Research and Therapy,www.peertechz.com
International Journal of Mining Materials and Metallurgical Engineering,ijmmme.avestia.com
Public Policy and Accounting,ppa.ztu.edu.ua
Contemporary Behavioral Health Care,oatext.com
Mathews Journal of Cardiology,www.mathewsopenaccess.com
International journal of chemical & material sciences,sloap.org
International Journal of Applied Nanotechnology Research,www.igi-global.com
Journal of Soviet and Post-Soviet Politics and Society,spps-jspps.autorenbetreuung.de
Open Access Blood Research & Transfusion Journal,juniperpublishers.com
International Journal of Euro-Mediterranean Studies,link.springer.com
Texila International Journal of Psychology,www.texilajournal.com
Biological Imaging,www.cambridge.org
Indonesian Journal of Contemporary Accounting Research,ibern.org
The Open Inflammation Journal,www.benthamscience.com
World journal of nanomaterials/American journal of nanomaterials,www.sciepub.com
International Journal of Behavior Studies in Organizations,www.eurokd.com
European Journal of Intelligent Transportation Systems,ws-conference.com
International Journal of Neurodegenerative Disorders,clinmedjournals.org
The Open Environmental Pollution & Toxicology Journal,www.benthamscience.com
International Journal of Earth Science and Geology,madridge.org
Academia y Crítica,revistas.academia.cl
State of the Mangrove Summit Northwestern Luzon Proceedings,journals.ateneo.edu
Central European Journal of Clinical Research,content.sciendo.com
Plasmatology,us.sagepub.com
Spectral Analysis Review,www.scirp.org
Sociológica,www.sociologicamexico.azc.uam.mx
Pentecostalism Charismaticism and Neo-Prophetic Movements Journal,www.noyam.org
Journal of Biorepository Science for Applied Medicine,natlib-primo.hosted.exlibrisgroup.com
Gene and Genome Editing,www.journals.elsevier.com
Digestive System,oatext.com
Advanced Techniques in Musculoskeletal Surgery,scholarlypages.org
Banking Journal,nepalbankers.com
Homo Migrans-Migration Colonialism Racism,www.homomigrans.com
Journal of Infectious Diseases and Diagnosis,www.omicsonline.org
The American Journal of Horticulture and Floriculture Research,usajournalshub.com
SDRP Journal of Cellular and Molecular Physiology,siftdesk.org
Internal Medicine - Open Journal,openventio.org
Journal of Industry-University Collaboration,www.emeraldgrouppublishing.com
International Journal of Advancements in Research & Technology,www.ijoart.org
Scientific Medical Bulletin,ucom.ru
Journal of Molecular Docking,journal.umpalangkaraya.ac.id
Journal of Reward Deficiency Syndrome,blumsrewarddeficiencysyndrome.com
Nordia Geographical Publications,nordia.journal.fi
Open Glycoscience,www.benthamscience.com
The Open Physiology Journal,www.benthamscience.com
Psicoart,psicoart.unibo.it
Jurnal tribologi,jurnaltribologi.mytribos.org
Journal of Powder Technology,www.hindawi.com
Revista Cimexus,cimexus.umich.mx
Storia e Futuro,storiaefuturo.eu
Jurnal Akuakultur Indonesia,journal.ipb.ac.id
ISRN Inorganic Chemistry,www.isrn.com
Tunisian Journal of Plant Protection,www.tjpp.tn
Revista Investigación Cualitativa,ojs.revistainvestigacioncualitativa.com
International Journal of Web Applications,dirf.org
Sketch Journal of City and Regional Planning,sketchjournal.org
Biocatalysis,degruyter.com
International Journal of Sustainable Land Use and Urban Planning,www.sciencetarget.com
Afrika und Übersee,doi.org
Electrochemical Energy Technology,www.degruyter.com
International Journal of Research in Business Studies and Management,www.ijrbsm.org
Open Journal of Chemistry,www.peertechz.com
Economic journal of Lesia Ukrainka Eastern European National University,echas.eenu.edu.ua
"Journal of modeling, simulation, identification and control/Journal of modeling, simulation, identification, and control",jmsic.uscip.us
The Open Operational Research Journal,www.benthamscience.com
Revista de Simulación Computacional,www.ecorfan.org
International Journal of Advances in Chemistry,airccse.com
Open Veterinary Science,www.degruyter.com
International Journal of Spatial Temporal and Multimedia Information Systems,www.inderscience.com
Biochemistry and Modern Applications,edelweisspublications.com
Nordic Perspectives on Open Science,nopos.eu
Journal of Altmetrics,www.journalofaltmetrics.org
Banua Law Review,balrev.ulm.ac.id
Electromagnetic Analysis and Applications,www.hanspub.org
International Journal of Computational Bioscience,epe.lac-bac.gc.ca
Journal of Home Language Research,jhlr.org
Madridge Journal of Novel Drug Research,madridge.org
Biblioteca de Babel Revista de filología hispánica,revistas.uam.es
Archives of Anatomy and Physiology,www.peertechz.com
Banque Syar i Jurnal llmiah Perbankan Syari ah,jurnal.uinbanten.ac.id
Journal of Modern Human Pathology,www.nobleresearch.org
Microphysiological Systems,mps.amegroups.com
Indonesian Journal of Criminal Law,journal.ilininstitute.com
Paradigma POLISTAAT Jurnal Ilmu Sosial dan Ilmu Politik,journal.unpas.ac.id
ODOUS Científica,servicio.bc.uc.edu.ve
Journal of Powder Technology and Advanced Functional Materials,ojs.jpfoundation.or.id
ATRIUM - Jurnal Arsitektur,atrium.ukdw.ac.id
ISRN Epidemiology,www.isrn.com
Indonesia Journal of Halal,journal.uinsgd.ac.id
Neuroanatomy and Behaviour,epistemehealth.com
Archives of Epidemiology and Public Health,www.oatext.com
Human Endocrinology,www.heraldopenaccess.us
English Focus Journal of English Language Education,englishfocus.upstegal.ac.id
International Journal of Research In Pharmaceutical Chemistry and Analysis,www.rubatosis.org
Journal of Public Value and Administrative Insight,readersinsight.net
Trakia Journal of Sciences. Series Social Science,tru.uni-sz.bg
Bioorganic & Medicinal Chemistry Reports,www.acgpubs.org
JURNAL AGRONOMI TANAMAN TROPIKA (JUATIKA),ejournal.uniks.ac.id
Dialektika Publik Jurnal Administrasi Negara Universitas Putera Batam,ejournal.upbatam.ac.id
Journal of Aquatic Research and Marine Sciences,norcaloa.com
Excellence in Performing Arts Research,digitalcommons.kent.edu
International Journal of Creative Industries,www.ijcrei.com
Journal of Astrophysics,www.hindawi.com
International Journal of Diabetes & Clinical Diagnosis,www.graphyonline.com
Journal of Nutrition Food Research and Technology,ologyjournals.com
Mathews Journal of Cytology and Histology,www.mathewsopenaccess.com
for(e)dialogue,journals.le.ac.uk
Studies in Religion and the Enlightenment,www.srejournal.org
The Journal of Engineering and Fundamentals,www.tjef.net
JP3M (Jurnal Penelitian Pendidikan dan Pengajaran Matematika),jurnal.unsil.ac.id
Austin Journal of Nursing & Health Care,austinpublishinggroup.com
Génie industriel et productique,openscience.fr
Journal of African Cultural Heritage Studies,www.jachs.org
Journal of the Institute of Electronics and Computer,iecscience.org
International Journal of Genetic Engineering,journal.sapub.org
Journal of Environmental and Toxicological Studies,www.sciforschenonline.org
Revista Metodista de Administração do Sul,www.metodista.br
Humanum Sciences,www.sapientiae.com.br
ISRN Pain,www.isrn.com
Journal of Advanced Engineering,www.gudapuris.com
Internal Medicine Inside,www.hoajonline.com
Cosmopolitan Law Journal / Revista de Direito Cosmopolita,www.e-publicacoes.uerj.br
American Journal of Oral Medicine,www.ajomonline.org
Repertorium Jurnal Ilmiah Hukum Kenotariatan,journal.fh.unsri.ac.id
Pediatrics Research International Journal,www.ibimapublishing.com
Revista Indicação Geográfica e Inovação,www.ingi.api.org.br
Dance Articulated,ps.noda.no
Research Journal of Mathematics and Computer Science,escipub.com
Journal of Professional Continuing and Online Education,journals.library.ualberta.ca
TAHKIM,jurnal.iainambon.ac.id
Scientific Journal of Genetics and Gene Therapy,www.peertechz.com
Indonesian Journal of Community Dedication,ejournal.stikesnh.ac.id
Journal of Information Assurance & Cybersecurity,www.ibimapublishing.com
Jurnal Ilmiah Pranata Edu,uit.e-journal.id
Molecular Pathogens,biopublisher.ca
Ukrainian Sociological Journal,periodicals.karazin.ua
REVISTA ESAICA,revistas.udes.edu.co
Journal of Technological Prototypes,www.ecorfan.org
MENA Journal of Business Case Studies,www.ibimapublishing.com
c i n d e r,ojs.deakin.edu.au
Journal of Contact lens Research and Science,jclrs.org
International Journal of Marine Science and Ocean Technology,scidoc.org
JURNAL EKONOMI BISNIS DAN KEWIRAUSAHAAN,jurnal.untan.ac.id
Journal of Enterprise Resource Planning Studies,www.ibimapublishing.com
Journal of Biology and Medicine,www.peertechz.com
Austin Journal of Veterinary Science & Animal Husbandry,austinpublishinggroup.com
International Journal of Pediatrics & Child Care,symbiosisonlinepublishing.com
Advances in General Practice of Medicine,www.syncsci.com
Journal of Nursing and Health,periodicos.ufpel.edu.br
Cardiology Study & Research,www.heraldopenaccess.us
JOURNAL OF CONTEMPORARY ECONOMICS,swotjournal.com
Chronic Pain & Management,gavinpublishers.com
Resources Environment and Information Engineering,www.syncsci.com
Madridge Journal of Otorhinolaryngology,madridge.org
International Journal of Learning Analytics and Artificial Intelligence for Education (iJAI),www.i-jai.org
Infinity Jurnal Matematika dan Aplikasinya,science.e-journal.my.id
Le foucaldien,www.genealogy-critique.net
Journal of Applied Packaging Research,www.tappi.org
The Open Gene Therapy Journal,www.benthamscience.com
The Open Genomics Journal,www.benthamscience.com
Studia Universitatis Moldaviae Seria Stiinte Sociale,studiamsu.eu
Zeithistorische Forschungen,zeithistorische-forschungen.de
Zhishi guanli luntan,www.kmf.ac.cn
Identidades,iidentidadess.wordpress.com
ISRN Biomaterials,www.isrn.com
"Laboratorio dell'ISPF, rivista elettronica di testi, saggi e strumenti",www.ispf-lab.cnr.it
Australasian Journal of Construction Economics and Building,epress.lib.uts.edu.au
Proxies Jurnal Informatika,journal.unika.ac.id
Electrification of Transport,etr.diit.edu.ua
Food Biology,updatepublishing.com
Clinical Medicine Insights Blood Disorders,journals.sagepub.com
Research in Agriculture,scholink.org
Maneto Undergraduate Research Journal,tuljournals.temple.edu
Greener Journal of Biochemistry and Biotechnology,gjournals.org
Advances in Microbiology Research,www.heraldopenaccess.us
Journal Of Digestive Disorders And Diagnosis,openaccesspub.org
Paideia,tudastechnologia.uni-eszterhazy.hu
РУСИНИСТИЧНИ СТУДИЇ,rusinisticnistudi.ff.uns.ac.rs
Journal of Human Resources Training,www.ecorfan.org
Ceramic Sciences and Engineering,systems.enpress-publisher.com
fteval Journal for Research and Technology Policy Evaluation,www.fteval.at
Allergy Disorders & Therapy,www.heraldopenaccess.us
International Review of Contemporary Learning Research,www.uob.edu.bh
Teksty z Ulicy,memetyka.us.edu.pl
American Journal of Microbiology and Immunology,escipub.com
Surya Jurnal Pengabdian kepada Masyarakat,ojs.perpustakaan.ummi.ac.id
Journal of Cancer Research and Oncobiology,www.boffinaccess.com
Journal of Business and Management Research,nepjol.info
Acetic Acid Bacteria,www.pagepressjournals.org
AURAICA Scripta a Societate Porthan edita,ojs.tsv.fi
JUMANJI (JURNAL MANAJEMEN JAMBI),ejournal.unaja.ac.id
Journal of International Affairs,mirdtu.edu.np
The Open Pharmacoeconomics & Health Economics Journal,benthamopen.com
Risques urbains,www.openscience.fr
